#SampleID	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type
ERR3972156	ERP120334	MIRITANA_2020	SAMEA6602907	MANURE	COW_MANURE				PAIRED
ERR3972161	ERP120334	MIRITANA_2020	SAMEA6602912	MANURE	COW_MANURE				PAIRED
ERR3972164	ERP120334	MIRITANA_2020	SAMEA6602915	MANURE	COW_MANURE				PAIRED
ERR3972167	ERP120334	MIRITANA_2020	SAMEA6602918	MANURE	COW_MANURE				PAIRED
ERR3972169	ERP120334	MIRITANA_2020	SAMEA6602920	MANURE	COW_MANURE				PAIRED
ERR3972171	ERP120334	MIRITANA_2020	SAMEA6602922	MANURE	COW_MANURE				PAIRED
ERR3972174	ERP120334	MIRITANA_2020	SAMEA6602925	MANURE	COW_MANURE				PAIRED
ERR3972177	ERP120334	MIRITANA_2020	SAMEA6602928	MANURE	COW_MANURE				PAIRED
ERR3972179	ERP120334	MIRITANA_2020	SAMEA6602930	MANURE	COW_MANURE				PAIRED
ERR3972180	ERP120334	MIRITANA_2020	SAMEA6602931	MANURE	COW_MANURE				PAIRED
ERR3972182	ERP120334	MIRITANA_2020	SAMEA6602933	MANURE	COW_MANURE				PAIRED
ERR3972185	ERP120334	MIRITANA_2020	SAMEA6602936	MANURE	COW_MANURE				PAIRED
SRR8450533	SRP179931	SAFARIC_2020	L1_160810	SYNTHETIC					PAIRED
SRR8450534	SRP179931	SAFARIC_2020	L5_160608	SYNTHETIC					PAIRED
SRR8450535	SRP179931	SAFARIC_2020	L1_160706	SYNTHETIC					PAIRED
SRR8450536	SRP179931	SAFARIC_2020	L1_160706	SYNTHETIC					PAIRED
SRR8450537	SRP179931	SAFARIC_2020	L5_160608	SYNTHETIC					PAIRED
SRR8450544	SRP179931	SAFARIC_2020	L5_160907	SYNTHETIC					PAIRED
SRR8450545	SRP179931	SAFARIC_2020	L3_160907	SYNTHETIC					PAIRED
SRR8450546	SRP179931	SAFARIC_2020	L3_160907	SYNTHETIC					PAIRED
SRR8450547	SRP179931	SAFARIC_2020	L3_160504	SYNTHETIC					PAIRED
SRR8450548	SRP179931	SAFARIC_2020	L3_160504	SYNTHETIC					PAIRED
SRR8450549	SRP179931	SAFARIC_2020	L2_160504	SYNTHETIC					PAIRED
SRR8450550	SRP179931	SAFARIC_2020	L2_160504	SYNTHETIC					PAIRED
SRR8450551	SRP179931	SAFARIC_2020	L1_160504	SYNTHETIC					PAIRED
SRR8450552	SRP179931	SAFARIC_2020	L1_160504	SYNTHETIC					PAIRED
SRR8450553	SRP179931	SAFARIC_2020	L5_160413	SYNTHETIC					PAIRED
SRR8450554	SRP179931	SAFARIC_2020	L5_160413	SYNTHETIC					PAIRED
SRR8450555	SRP179931	SAFARIC_2020	L3_160413	SYNTHETIC					PAIRED
SRR8450556	SRP179931	SAFARIC_2020	L3_160413	SYNTHETIC					PAIRED
SRR8450557	SRP179931	SAFARIC_2020	L1_160121	SYNTHETIC					PAIRED
SRR8450558	SRP179931	SAFARIC_2020	L1_160121	SYNTHETIC					PAIRED
SRR8450559	SRP179931	SAFARIC_2020	L5_160107	SYNTHETIC					PAIRED
SRR8450560	SRP179931	SAFARIC_2020	L5_160107	SYNTHETIC					PAIRED
SRR8450561	SRP179931	SAFARIC_2020	L3_160107	SYNTHETIC					PAIRED
SRR8450562	SRP179931	SAFARIC_2020	L3_160107	SYNTHETIC					PAIRED
SRR8450563	SRP179931	SAFARIC_2020	L2_160107	SYNTHETIC					PAIRED
SRR8450564	SRP179931	SAFARIC_2020	L2_160107	SYNTHETIC					PAIRED
SRR8450565	SRP179931	SAFARIC_2020	L1_160107	SYNTHETIC					PAIRED
SRR8450566	SRP179931	SAFARIC_2020	L1_160107	SYNTHETIC					PAIRED
SRR8450567	SRP179931	SAFARIC_2020	L2_160907	SYNTHETIC					PAIRED
SRR8450568	SRP179931	SAFARIC_2020	L2_160907	SYNTHETIC					PAIRED
SRR8450569	SRP179931	SAFARIC_2020	L3_160810	SYNTHETIC					PAIRED
SRR8450570	SRP179931	SAFARIC_2020	L3_160810	SYNTHETIC					PAIRED
SRR8450571	SRP179931	SAFARIC_2020	L2_160810	SYNTHETIC					PAIRED
SRR8450579	SRP179931	SAFARIC_2020	L5_160121	SYNTHETIC					PAIRED
SRR8450580	SRP179931	SAFARIC_2020	L5_160121	SYNTHETIC					PAIRED
SRR8450581	SRP179931	SAFARIC_2020	L3_160121	SYNTHETIC					PAIRED
SRR8450582	SRP179931	SAFARIC_2020	L3_160121	SYNTHETIC					PAIRED
SRR8450583	SRP179931	SAFARIC_2020	L2_160121	SYNTHETIC					PAIRED
SRR8450584	SRP179931	SAFARIC_2020	L2_160121	SYNTHETIC					PAIRED
SRR8450585	SRP179931	SAFARIC_2020	L5_160504	SYNTHETIC					PAIRED
SRR8450586	SRP179931	SAFARIC_2020	L5_160504	SYNTHETIC					PAIRED
SRR8450587	SRP179931	SAFARIC_2020	L1_160608	SYNTHETIC					PAIRED
SRR8450588	SRP179931	SAFARIC_2020	L1_160608	SYNTHETIC					PAIRED
SRR8450589	SRP179931	SAFARIC_2020	L2_160608	SYNTHETIC					PAIRED
SRR8450590	SRP179931	SAFARIC_2020	L2_160608	SYNTHETIC					PAIRED
SRR8450591	SRP179931	SAFARIC_2020	L2_160413	SYNTHETIC					PAIRED
SRR8450592	SRP179931	SAFARIC_2020	L2_160413	SYNTHETIC					PAIRED
SRR8450529	SRP179931	SAFARIC_2020	L2_160706	SYNTHETIC					PAIRED
SRR8450530	SRP179931	SAFARIC_2020	L2_160810	SYNTHETIC					PAIRED
SRR8450531	SRP179931	SAFARIC_2020	L3_160608	SYNTHETIC					PAIRED
SRR8450532	SRP179931	SAFARIC_2020	L1_160810	SYNTHETIC					PAIRED
SRR8450538	SRP179931	SAFARIC_2020	L2_160706	SYNTHETIC					PAIRED
SRR8450539	SRP179931	SAFARIC_2020	L3_160706	SYNTHETIC					PAIRED
SRR8450540	SRP179931	SAFARIC_2020	L3_160706	SYNTHETIC					PAIRED
SRR8450541	SRP179931	SAFARIC_2020	L5_160706	SYNTHETIC					PAIRED
SRR8450542	SRP179931	SAFARIC_2020	L5_160706	SYNTHETIC					PAIRED
SRR8450543	SRP179931	SAFARIC_2020	L5_160907	SYNTHETIC					PAIRED
SRR8450572	SRP179931	SAFARIC_2020	L3_160608	SYNTHETIC					PAIRED
SRR8450573	SRP179931	SAFARIC_2020	L1_160907	SYNTHETIC					PAIRED
SRR8450574	SRP179931	SAFARIC_2020	L1_160907	SYNTHETIC					PAIRED
SRR8450575	SRP179931	SAFARIC_2020	L5_160810	SYNTHETIC					PAIRED
SRR8450576	SRP179931	SAFARIC_2020	L5_160810	SYNTHETIC					PAIRED
SRR8450577	SRP179931	SAFARIC_2020	L1_160413	SYNTHETIC					PAIRED
SRR8450578	SRP179931	SAFARIC_2020	L1_160413	SYNTHETIC					PAIRED
SRR2065167	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR2046292	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR2046299	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR2046304	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR2046339	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR2046406	SRP058618	DZIEWIT_2015	MIMARKS.survey	SYNTHETIC	SYNTHETIC	METHANOGENIC_ARCHAEA			PAIRED
SRR6067579	SRP080089	GABY_2017	TDS4T1	FOODWASTE					PAIRED
SRR6067580	SRP080089	GABY_2017	TDS3T6	FOODWASTE					PAIRED
SRR6067581	SRP080089	GABY_2017	TDS4T6	FOODWASTE					PAIRED
SRR6067582	SRP080089	GABY_2017	TDS4T5	FOODWASTE					PAIRED
SRR6067583	SRP080089	GABY_2017	TDS4T4	FOODWASTE					PAIRED
SRR6067584	SRP080089	GABY_2017	TDS3T4	FOODWASTE					PAIRED
SRR6067585	SRP080089	GABY_2017	TDS3T5	FOODWASTE					PAIRED
SRR6067586	SRP080089	GABY_2017	TDS3T2	FOODWASTE					PAIRED
SRR6067587	SRP080089	GABY_2017	TDS3T3	FOODWASTE					PAIRED
SRR6067588	SRP080089	GABY_2017	MDS4T6	FOODWASTE					PAIRED
SRR6067589	SRP080089	GABY_2017	TDS3T1	FOODWASTE					PAIRED
SRR6067590	SRP080089	GABY_2017	MDS4T4	FOODWASTE					PAIRED
SRR6067591	SRP080089	GABY_2017	MDS4T5	FOODWASTE					PAIRED
SRR6067592	SRP080089	GABY_2017	MDS4T2	FOODWASTE					PAIRED
SRR6067593	SRP080089	GABY_2017	MDS4T3	FOODWASTE					PAIRED
SRR6067594	SRP080089	GABY_2017	MDS2T5	FOODWASTE					PAIRED
SRR6067595	SRP080089	GABY_2017	MDS2T6	FOODWASTE					PAIRED
SRR6067596	SRP080089	GABY_2017	TDS1T1	FOODWASTE					PAIRED
SRR6067597	SRP080089	GABY_2017	TDS1T2	FOODWASTE					PAIRED
SRR6067598	SRP080089	GABY_2017	TDS1T3	FOODWASTE					PAIRED
SRR6067599	SRP080089	GABY_2017	TDS1T4	FOODWASTE					PAIRED
SRR6067600	SRP080089	GABY_2017	TDS1T5	FOODWASTE					PAIRED
SRR6067601	SRP080089	GABY_2017	TDS2T1	FOODWASTE					PAIRED
SRR6067602	SRP080089	GABY_2017	TDS2T2	FOODWASTE					PAIRED
SRR6067603	SRP080089	GABY_2017	TDS2T3	FOODWASTE					PAIRED
SRR6067604	SRP080089	GABY_2017	MDS1T5	FOODWASTE					PAIRED
SRR6067605	SRP080089	GABY_2017	MDS1T6	FOODWASTE					PAIRED
SRR6067606	SRP080089	GABY_2017	MDS2T1	FOODWASTE					PAIRED
SRR6067607	SRP080089	GABY_2017	MDS2T2	FOODWASTE					PAIRED
SRR6067608	SRP080089	GABY_2017	MDS1T1	FOODWASTE					PAIRED
SRR6067609	SRP080089	GABY_2017	MDS1T2	FOODWASTE					PAIRED
SRR6067610	SRP080089	GABY_2017	MDS1T3	FOODWASTE					PAIRED
SRR6067611	SRP080089	GABY_2017	MDS1T4	FOODWASTE					PAIRED
SRR6067612	SRP080089	GABY_2017	MDS2T3	FOODWASTE					PAIRED
SRR6067613	SRP080089	GABY_2017	MDS2T4	FOODWASTE					PAIRED
SRR6067614	SRP080089	GABY_2017	MDS4T1	FOODWASTE					PAIRED
SRR6067615	SRP080089	GABY_2017	MDS3T6	FOODWASTE					PAIRED
SRR6067616	SRP080089	GABY_2017	MDS3T3	FOODWASTE					PAIRED
SRR6067617	SRP080089	GABY_2017	MDS3T2	FOODWASTE					PAIRED
SRR6067618	SRP080089	GABY_2017	MDS3T5	FOODWASTE					PAIRED
SRR6067619	SRP080089	GABY_2017	MDS3T4	FOODWASTE					PAIRED
SRR6067620	SRP080089	GABY_2017	TDS2T5	FOODWASTE					PAIRED
SRR6067621	SRP080089	GABY_2017	TDS2T4	FOODWASTE					PAIRED
SRR6067622	SRP080089	GABY_2017	MDS3T1	FOODWASTE					PAIRED
SRR6067623	SRP080089	GABY_2017	TDS2T6	FOODWASTE					PAIRED
SRR6067624	SRP080089	GABY_2017	TDS4T3	FOODWASTE					PAIRED
SRR6067625	SRP080089	GABY_2017	TDS4T2	FOODWASTE					PAIRED
SRR6301242	SRP125159	HAN_2017	T4-6	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301243	SRP125159	HAN_2017	T4-5	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301245	SRP125159	HAN_2017	T1-6	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301247	SRP125159	HAN_2017	T2-2	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301248	SRP125159	HAN_2017	T1-1	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301249	SRP125159	HAN_2017	T1-2	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301250	SRP125159	HAN_2017	T1-3	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301251	SRP125159	HAN_2017	T1-4	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301252	SRP125159	HAN_2017	T2-3	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301253	SRP125159	HAN_2017	T2-4	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301254	SRP125159	HAN_2017	T2-5	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301256	SRP125159	HAN_2017	T3-1	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301257	SRP125159	HAN_2017	T3-2	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301258	SRP125159	HAN_2017	T3-3	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301259	SRP125159	HAN_2017	T3-4	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301260	SRP125159	HAN_2017	T3-5	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301261	SRP125159	HAN_2017	T3-6	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
SRR6301262	SRP125159	HAN_2017	T4-1	MIXED	MANURE	SILAGE	CATTLE_MANURE	CORN_SILAGE	PAIRED
ERR3561496	ERP117518	HUPFAUF_2020	SAMEA5977107	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561497	ERP117518	HUPFAUF_2020	SAMEA5977108	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561498	ERP117518	HUPFAUF_2020	SAMEA5977109	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561499	ERP117518	HUPFAUF_2020	SAMEA5977110	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561500	ERP117518	HUPFAUF_2020	SAMEA5977111	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561501	ERP117518	HUPFAUF_2020	SAMEA5977112	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561502	ERP117518	HUPFAUF_2020	SAMEA5977113	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561503	ERP117518	HUPFAUF_2020	SAMEA5977114	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561504	ERP117518	HUPFAUF_2020	SAMEA5977115	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561505	ERP117518	HUPFAUF_2020	SAMEA5977116	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561506	ERP117518	HUPFAUF_2020	SAMEA5977117	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561507	ERP117518	HUPFAUF_2020	SAMEA5977118	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561508	ERP117518	HUPFAUF_2020	SAMEA5977119	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561509	ERP117518	HUPFAUF_2020	SAMEA5977120	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561510	ERP117518	HUPFAUF_2020	SAMEA5977121	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561511	ERP117518	HUPFAUF_2020	SAMEA5977122	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561512	ERP117518	HUPFAUF_2020	SAMEA5977123	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561513	ERP117518	HUPFAUF_2020	SAMEA5977124	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561514	ERP117518	HUPFAUF_2020	SAMEA5977125	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561515	ERP117518	HUPFAUF_2020	SAMEA5977126	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561516	ERP117518	HUPFAUF_2020	SAMEA5977127	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561517	ERP117518	HUPFAUF_2020	SAMEA5977128	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561518	ERP117518	HUPFAUF_2020	SAMEA5977129	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561519	ERP117518	HUPFAUF_2020	SAMEA5977130	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561520	ERP117518	HUPFAUF_2020	SAMEA5977131	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561521	ERP117518	HUPFAUF_2020	SAMEA5977132	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561522	ERP117518	HUPFAUF_2020	SAMEA5977133	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561523	ERP117518	HUPFAUF_2020	SAMEA5977134	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561524	ERP117518	HUPFAUF_2020	SAMEA5977135	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561525	ERP117518	HUPFAUF_2020	SAMEA5977136	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561526	ERP117518	HUPFAUF_2020	SAMEA5977137	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561527	ERP117518	HUPFAUF_2020	SAMEA5977138	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561528	ERP117518	HUPFAUF_2020	SAMEA5977139	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561529	ERP117518	HUPFAUF_2020	SAMEA5977140	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561530	ERP117518	HUPFAUF_2020	SAMEA5977141	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561531	ERP117518	HUPFAUF_2020	SAMEA5977142	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561532	ERP117518	HUPFAUF_2020	SAMEA5977143	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561533	ERP117518	HUPFAUF_2020	SAMEA5977144	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561534	ERP117518	HUPFAUF_2020	SAMEA5977145	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561535	ERP117518	HUPFAUF_2020	SAMEA5977146	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561536	ERP117518	HUPFAUF_2020	SAMEA5977147	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561537	ERP117518	HUPFAUF_2020	SAMEA5977148	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561538	ERP117518	HUPFAUF_2020	SAMEA5977149	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561539	ERP117518	HUPFAUF_2020	SAMEA5977150	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
ERR3561540	ERP117518	HUPFAUF_2020	SAMEA5977151	MIXED			CATTLE_slurry	Ground_wheat_straw	PAIRED
SRR9089336	SRP198851	ENRIQUE_2019	SUB1	FOODWASTE	OFSW				PAIRED
SRR9089337	SRP198851	ENRIQUE_2019	CSTR2_13	FOODWASTE	OFSW				PAIRED
SRR9089338	SRP198851	ENRIQUE_2019	CSTR2_10	FOODWASTE	OFSW				PAIRED
SRR9089339	SRP198851	ENRIQUE_2019	CSTR1_16	FOODWASTE	OFSW				PAIRED
SRR9089340	SRP198851	ENRIQUE_2019	CSTR1_13	FOODWASTE	OFSW				PAIRED
SRR9089341	SRP198851	ENRIQUE_2019	CSTR1_INOC	FOODWASTE	OFSW				PAIRED
SRR9089342	SRP198851	ENRIQUE_2019	CSTR1_20	FOODWASTE	OFSW				PAIRED
SRR9089343	SRP198851	ENRIQUE_2019	CSTR2_20	FOODWASTE	OFSW				PAIRED
SRR9089344	SRP198851	ENRIQUE_2019	CSTR2_16	FOODWASTE	OFSW				PAIRED
SRR9089345	SRP198851	ENRIQUE_2019	CSTR1_10	FOODWASTE	OFSW				PAIRED
SRR9089346	SRP198851	ENRIQUE_2019	CSTR2_INOC	FOODWASTE	OFSW				PAIRED
SRR1951459	SRP056737	SMITH_2015	26_B_cDNA	DOMESTIC-URBAN					PAIRED
SRR1951460	SRP056737	SMITH_2015	26_B_DNA	DOMESTIC-URBAN					PAIRED
SRR1951462	SRP056737	SMITH_2015	52_B_cDNA	DOMESTIC-URBAN					PAIRED
SRR1951463	SRP056737	SMITH_2015	52_B_DNA	DOMESTIC-URBAN					PAIRED
ERR2588115	ERP108887	FITZGERALD_2019	BES_1	SYNTHETIC	CO2_H2				PAIRED
ERR2588116	ERP108887	FITZGERALD_2019	BES_2	SYNTHETIC	CO2_H2				PAIRED
ERR2588117	ERP108887	FITZGERALD_2019	BES_3	SYNTHETIC	CO2_H2				PAIRED
ERR2588118	ERP108887	FITZGERALD_2019	BES_4	SYNTHETIC	CO2_H2				PAIRED
ERR2588119	ERP108887	FITZGERALD_2019	BES_5	SYNTHETIC	CO2_H2				PAIRED
ERR2588120	ERP108887	FITZGERALD_2019	BES_6	SYNTHETIC	CO2_H2				PAIRED
ERR2588121	ERP108887	FITZGERALD_2019	CES_1	SYNTHETIC	CO2_H2				PAIRED
ERR2588122	ERP108887	FITZGERALD_2019	CES_2	SYNTHETIC	CO2_H2				PAIRED
ERR2588123	ERP108887	FITZGERALD_2019	CES_3	SYNTHETIC	CO2_H2				PAIRED
ERR2588124	ERP108887	FITZGERALD_2019	CES_4	SYNTHETIC	CO2_H2				PAIRED
ERR2588125	ERP108887	FITZGERALD_2019	CES_5	SYNTHETIC	CO2_H2				PAIRED
ERR2588126	ERP108887	FITZGERALD_2019	CES_6	SYNTHETIC	CO2_H2				PAIRED
ERR2588127	ERP108887	FITZGERALD_2019	CES_7	SYNTHETIC	CO2_H2				PAIRED
ERR2588128	ERP108887	FITZGERALD_2019	CES_8	SYNTHETIC	CO2_H2				PAIRED
ERR2588129	ERP108887	FITZGERALD_2019	CES_9	SYNTHETIC	CO2_H2				PAIRED
ERR2588130	ERP108887	FITZGERALD_2019	ISA_1	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588131	ERP108887	FITZGERALD_2019	ISA_2	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588132	ERP108887	FITZGERALD_2019	ISA_3	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588133	ERP108887	FITZGERALD_2019	ISA_4	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588134	ERP108887	FITZGERALD_2019	ISA_5	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588135	ERP108887	FITZGERALD_2019	ISA_6	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588136	ERP108887	FITZGERALD_2019	ISA_7	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588137	ERP108887	FITZGERALD_2019	ISA_8	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588138	ERP108887	FITZGERALD_2019	ISA_9	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588139	ERP108887	FITZGERALD_2019	ISB_1	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588140	ERP108887	FITZGERALD_2019	ISB_2	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588141	ERP108887	FITZGERALD_2019	ISB_3	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588142	ERP108887	FITZGERALD_2019	ISB_4	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588143	ERP108887	FITZGERALD_2019	ISB_5	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588144	ERP108887	FITZGERALD_2019	ISB_6	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588145	ERP108887	FITZGERALD_2019	ISB_7	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588146	ERP108887	FITZGERALD_2019	ISB_8	SILAGE	MAIZE_SILAGE				PAIRED
ERR2588147	ERP108887	FITZGERALD_2019	ISB_9	SILAGE	MAIZE_SILAGE				PAIRED
SRR11545268	SRP256363	RETTENMEIER_2020	TI-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545269	SRP256363	RETTENMEIER_2020	TI-IS	SILAGE	CORN_SILAGE				PAIRED
SRR11545270	SRP256363	RETTENMEIER_2020	TS-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545271	SRP256363	RETTENMEIER_2020	TS-IS	SILAGE	CORN_SILAGE				PAIRED
SRR11545272	SRP256363	RETTENMEIER_2020	MS2-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545273	SRP256363	RETTENMEIER_2020	MS2-IS	SILAGE	CORN_SILAGE				PAIRED
SRR11545274	SRP256363	RETTENMEIER_2020	MS1-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545275	SRP256363	RETTENMEIER_2020	MS1-IS	SILAGE	CORN_SILAGE				PAIRED
SRR11545276	SRP256363	RETTENMEIER_2020	MS3-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545277	SRP256363	RETTENMEIER_2020	MS3-IS	SILAGE	CORN_SILAGE				PAIRED
SRR11545278	SRP256363	RETTENMEIER_2020	MI-GR	SILAGE	CORN_SILAGE				PAIRED
SRR11545279	SRP256363	RETTENMEIER_2020	MI-IS	SILAGE	CORN_SILAGE				PAIRED
SRR12983455	SRP256363	RETTENMEIER_2020	TI-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983456	SRP256363	RETTENMEIER_2020	TI-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983457	SRP256363	RETTENMEIER_2020	TI-GR-II-GR-20	SILAGE	CORN_SILAGE				PAIRED
SRR12983458	SRP256363	RETTENMEIER_2020	TI-GR-I-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983459	SRP256363	RETTENMEIER_2020	TI-GR-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983460	SRP256363	RETTENMEIER_2020	TI-GR-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983461	SRP256363	RETTENMEIER_2020	TI-IS-II-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983462	SRP256363	RETTENMEIER_2020	TI-IS-I-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983463	SRP256363	RETTENMEIER_2020	TI-GR-II-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983464	SRP256363	RETTENMEIER_2020	TI-GR-I-GSplusGR	SILAGE	CORN_SILAGE				PAIRED
SRR12983465	SRP256363	RETTENMEIER_2020	TI-IS-II-GR20	SILAGE	CORN_SILAGE				PAIRED
SRR12983466	SRP256363	RETTENMEIER_2020	TS-IS-II-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983467	SRP256363	RETTENMEIER_2020	TS-IS-I-GS2	SILAGE	CORN_SILAGE				PAIRED
SRR12983468	SRP256363	RETTENMEIER_2020	TS-GR-II-GS2	SILAGE	CORN_SILAGE				PAIRED
