#SampleID	study-id	author	sample-name	condition1	condition2	condition3	mix1	mix2	type
SRR14300742	SRP315877	SINGH_2021	C6-65_S102_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300743	SRP315877	SINGH_2021	C5-26_S4_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300744	SRP315877	SINGH_2021	C5-27_S5_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300745	SRP315877	SINGH_2021	C5-28_S6_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300746	SRP315877	SINGH_2021	C5-29_S7_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300747	SRP315877	SINGH_2021	C5-30_S8_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300748	SRP315877	SINGH_2021	C5-31_S9_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300749	SRP315877	SINGH_2021	C5-32_S10_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300750	SRP315877	SINGH_2021	C5-33_S11_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300751	SRP315877	SINGH_2021	C5-34_S12_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300752	SRP315877	SINGH_2021	C5-35_S13_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300753	SRP315877	SINGH_2021	C6-57_S94_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300754	SRP315877	SINGH_2021	C5-36_S14_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300755	SRP315877	SINGH_2021	C5-37_S15_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300756	SRP315877	SINGH_2021	C5-38_S16_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300757	SRP315877	SINGH_2021	C5-39_S17_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300758	SRP315877	SINGH_2021	C5-40_S18_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300759	SRP315877	SINGH_2021	C5-41_S19_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300760	SRP315877	SINGH_2021	C5-42_S20_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300761	SRP315877	SINGH_2021	C5-43_S21_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300762	SRP315877	SINGH_2021	C5-44_S22_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300763	SRP315877	SINGH_2021	C5-45_S23_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300764	SRP315877	SINGH_2021	C6-58_S95_L001_R2_001.fastq.gz	SILAGE	Green_waste				PAIRED
SRR14300765	SRP315877	SINGH_2021	C5-46_S24_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300766	SRP315877	SINGH_2021	C5-47_S25_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300767	SRP315877	SINGH_2021	C5-48_S26_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300768	SRP315877	SINGH_2021	C5-49_S27_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300769	SRP315877	SINGH_2021	C5-50_S28_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300770	SRP315877	SINGH_2021	C5-51_S29_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300771	SRP315877	SINGH_2021	C5-52_S30_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
SRR14300772	SRP315877	SINGH_2021	C5-53_S31_L001_R2_001.fastq.gz	FOODWASTE	High_ammonium-nitrogen_conditions				PAIRED
