id	condition1	shannon_entropy
#q2:types	categorical	numeric
SRR14300858	FOODWASTE	4.37364243264616
SRR14300859	FOODWASTE	5.31118444380925
SRR14300860	FOODWASTE	4.3231388388685
SRR14300861	FOODWASTE	4.27096480106949
SRR14300862	FOODWASTE	4.25470081380854
SRR14300472	FOODWASTE	3.81709537492671
SRR14300473	FOODWASTE	3.32177766796546
SRR14300474	FOODWASTE	3.41170078535758
SRR14300475	SILAGE	1.86365870476955
SRR14300476	FOODWASTE	2.54795031832338
SRR14300477	FOODWASTE	3.07242507855654
SRR14300478	FOODWASTE	2.5826881630157
SRR14300479	FOODWASTE	4.11186982589649
SRR14300480	FOODWASTE	5.13152754654754
SRR14300481	MANURE	4.00840776437669
SRR14300482	MANURE	3.97242965613616
SRR14300483	MANURE	1.70508791778698
SRR14300484	MANURE	3.25201453812124
SRR14300485	MANURE	3.95966586796349
SRR14300486	SILAGE	4.09817843772015
SRR14300487	MANURE	3.87804658291396
SRR14300488	MANURE	1.81184041850939
SRR14300489	MANURE	3.06375702603283
SRR14300490	MANURE	1.74291843213332
SRR14300491	MANURE	1.45217063010587
SRR14300492	MANURE	0.409499399698543
SRR14300493	MANURE	1.27707557961707
SRR14300494	MANURE	0.486780482383575
SRR14300495	MANURE	-0
SRR14300496	MANURE	
SRR14300497	SILAGE	3.46423931126826
SRR14300498	MANURE	-0
SRR14300499	MANURE	2.2816824986136
SRR14300500	MANURE	-0
SRR14300501	MANURE	
SRR14300502	MANURE	
SRR14300503	MANURE	0.42975860930376
SRR14300504	MANURE	
SRR14300505	MANURE	0.795760545007406
SRR14300506	MANURE	1.91560368584346
SRR14300507	MANURE	-0
SRR14300508	SILAGE	3.37359867532201
SRR14300509	MANURE	
SRR14300510	MANURE	0.878852676760538
SRR14300511	MANURE	1.75179989036453
SRR14300512	MANURE	
SRR14300513	MANURE	-0
SRR14300514	MANURE	1.58077000673268
SRR14300515	MANURE	-0
SRR14300516	MANURE	
SRR14300517	MANURE	
SRR14300518	MANURE	
SRR14300519	SILAGE	3.29463307554462
SRR14300520	MANURE	0.862596893371739
SRR14300521	MANURE	
SRR14300522	MANURE	
SRR14300523	MANURE	
SRR14300524	MANURE	-0
SRR14300525	MANURE	1.18330044441967
SRR14300526	MANURE	-0
SRR14300527	MANURE	0.343519741007401
SRR14300528	MANURE	-0
SRR14300529	MANURE	-0
SRR14300530	SILAGE	3.73532541831849
SRR14300531	MANURE	-0
SRR14300532	MANURE	
SRR14300533	MANURE	0.690428585530417
SRR14300534	MANURE	
SRR14300535	MANURE	-0
SRR14300536	MANURE	3.22833757484076
SRR14300537	MANURE	-0
SRR14300538	MANURE	2.8729786933356
SRR14300539	MANURE	-0
SRR14300540	MANURE	-0
SRR14300541	SILAGE	
SRR14300542	MANURE	1.9629494216916
SRR14300543	MANURE	-0
SRR14300544	MANURE	0.95738872535623
SRR14300545	MANURE	0.534395260700506
SRR14300546	MANURE	0.280731128491541
SRR14300547	MANURE	
SRR14300548	MANURE	
SRR14300549	MANURE	0.99078524779373
SRR14300550	MANURE	-0
SRR14300551	MANURE	
SRR14300552	SILAGE	-0
SRR14300553	MANURE	
SRR14300554	MANURE	1.4522137804051
SRR14300555	MANURE	-0
SRR14300556	MANURE	-0
SRR14300557	MANURE	2.867285105203
SRR14300558	MANURE	3.40094560551505
SRR14300559	MANURE	1.39687863636217
SRR14300560	MANURE	
SRR14300561	MANURE	-0
SRR14300562	MANURE	-0
SRR14300563	SILAGE	1.69502316419387
SRR14300564	SILAGE	8.43507485423332
SRR14300565	MANURE	
SRR14300566	MANURE	0.966985295832085
SRR14300567	MANURE	-0
SRR14300568	SILAGE	3.3770537515638
SRR14300569	SILAGE	2.61942219449837
SRR14300570	SILAGE	3.70276997449475
SRR14300571	SILAGE	
SRR14300572	SILAGE	1.4914950526309
SRR14300573	SILAGE	3.61501884972902
SRR14300574	SILAGE	3.75697754029852
SRR14300575	SILAGE	2.53130693548253
SRR14300576	SILAGE	3.41629419674543
SRR14300577	SILAGE	4.5627529212831
SRR14300578	SILAGE	3.87351403165873
SRR14300579	SILAGE	4.29106933439199
SRR14300580	FOODWASTE	3.90356305229354
SRR14300581	FOODWASTE	2.94299148822253
SRR14300582	FOODWASTE	3.59554329647806
SRR14300583	FOODWASTE	2.51054053471645
SRR14300584	FOODWASTE	2.25220617355675
SRR14300585	FOODWASTE	1.12535600055556
SRR14300586	FOODWASTE	2.68258699189072
SRR14300587	FOODWASTE	0.95603521465157
SRR14300588	FOODWASTE	
SRR14300589	FOODWASTE	
SRR14300590	FOODWASTE	0.999757831008219
SRR14300591	SILAGE	3.97807555372165
SRR14300592	FOODWASTE	1.8350493006568
SRR14300593	FOODWASTE	1.52194729386141
SRR14300594	FOODWASTE	1.11318294339682
SRR14300595	FOODWASTE	1.47398884587847
SRR14300596	FOODWASTE	1.49454669636586
SRR14300597	FOODWASTE	1.48213982120829
SRR14300598	FOODWASTE	1.57020065922159
SRR14300599	FOODWASTE	1.57209747969243
SRR14300600	FOODWASTE	2.62729659662172
SRR14300601	FOODWASTE	
SRR14300602	SILAGE	1.8025404789954
SRR14300603	FOODWASTE	1.58276285064263
SRR14300604	FOODWASTE	2.47111400592879
SRR14300605	FOODWASTE	2.12108822196819
SRR14300606	FOODWASTE	1.72274541400281
SRR14300607	FOODWASTE	1.89544574504213
SRR14300608	FOODWASTE	2.42872639829828
SRR14300609	FOODWASTE	1.45993093878651
SRR14300610	FOODWASTE	2.23779020890435
SRR14300611	FOODWASTE	2.97473730920393
SRR14300612	FOODWASTE	2.68955255529011
SRR14300613	SILAGE	0.939704861562715
SRR14300614	FOODWASTE	4.0718897724448
SRR14300615	FOODWASTE	
SRR14300616	FOODWASTE	0.616678349683562
SRR14300617	FOODWASTE	0.871683617119982
SRR14300618	FOODWASTE	1.82867676873426
SRR14300619	FOODWASTE	0.116800466372113
SRR14300620	FOODWASTE	2.2674286013446
SRR14300621	FOODWASTE	2.24995890840937
SRR14300622	FOODWASTE	2.00471220891364
SRR14300623	FOODWASTE	1.91706490027449
SRR14300624	SILAGE	2.95340721610912
SRR14300625	FOODWASTE	0.721239092263984
SRR14300626	FOODWASTE	1.08989823965314
SRR14300627	FOODWASTE	2.64495718681279
SRR14300628	FOODWASTE	
SRR14300629	FOODWASTE	
SRR14300630	FOODWASTE	1.97162127967151
SRR14300631	FOODWASTE	1.33678563348507
SRR14300632	FOODWASTE	2.14661981051393
SRR14300633	FOODWASTE	2.47421123685062
SRR14300634	FOODWASTE	0.364382875010111
SRR14300635	MANURE	-0
SRR14300636	MANURE	-0
SRR14300637	MANURE	0.96498306642934
SRR14300638	MANURE	0.97619981756556
SRR14300639	MANURE	
SRR14300640	MANURE	1.17738217718167
SRR14300641	MANURE	
SRR14300642	SILAGE	2.04346092957163
SRR14300643	MANURE	
SRR14300644	MANURE	-0
SRR14300645	MANURE	1.49100486916036
SRR14300646	MANURE	3.00338983631745
SRR14300647	MANURE	1.94499625518525
SRR14300648	MANURE	2.58065239681447
SRR14300649	MANURE	
SRR14300650	MANURE	-0
SRR14300651	MANURE	0.868883614420997
SRR14300652	MANURE	2.6820865212992
SRR14300653	SILAGE	2.74178466305768
SRR14300654	MANURE	2.13589145035693
SRR14300655	MANURE	
SRR14300656	MANURE	
SRR14300657	MANURE	
SRR14300658	MANURE	2.75069579337749
SRR14300659	MANURE	3.64927586513152
SRR14300660	MANURE	2.51006084232696
SRR14300661	MANURE	2.72551302338721
SRR14300662	MANURE	2.24417221589171
SRR14300663	MANURE	3.2449042289346
SRR14300664	SILAGE	2.46415725924473
SRR14300665	MANURE	2.86406503738316
SRR14300666	MANURE	0.562958847676227
SRR14300667	MANURE	3.07283030036501
SRR14300668	MANURE	
SRR14300669	MANURE	-0
SRR14300670	MANURE	1.76106892113872
SRR14300671	MANURE	1.68480369482256
SRR14300672	MANURE	2.22965737083524
SRR14300673	MANURE	2.66669974070989
SRR14300674	MANURE	4.41876017400726
SRR14300675	SILAGE	2.25440982056022
SRR14300676	MANURE	3.1124383335576
SRR14300677	MANURE	4.55039031413341
SRR14300678	MANURE	3.05991205625731
SRR14300679	MANURE	3.546637409377
SRR14300680	MANURE	2.35420157234763
SRR14300681	MANURE	
SRR14300682	MANURE	
SRR14300683	MANURE	1.58415053851327
SRR14300684	MANURE	3.14072469714335
SRR14300685	MANURE	2.34915292238363
SRR14300686	SILAGE	1.57446051705325
SRR14300687	MANURE	4.69831969859658
SRR14300688	MANURE	0.272224197490146
SRR14300689	MANURE	0.946726290058515
SRR14300690	MANURE	1.41165380201564
SRR14300691	MANURE	1.68187875690229
SRR14300692	MANURE	1.85716287084904
SRR14300693	MANURE	1.45132981109252
SRR14300694	MANURE	
SRR14300695	MANURE	
SRR14300696	MANURE	-0
SRR14300697	SILAGE	2.66844108477399
SRR14300698	MANURE	1.46541698390184
SRR14300699	MANURE	0.739912707802035
SRR14300700	MANURE	-0
SRR14300701	MANURE	2.73887747767022
SRR14300702	MANURE	-0
SRR14300703	MANURE	1.53256805550909
SRR14300704	MANURE	1.04265756618198
SRR14300705	MANURE	3.16654717015341
SRR14300706	MANURE	3.0005573718125
SRR14300707	MANURE	
SRR14300708	SILAGE	0.826759407756259
SRR14300709	MANURE	0.714654735333827
SRR14300710	MANURE	-0
SRR14300711	MANURE	1.88421581808001
SRR14300712	MANURE	1.34562582883604
SRR14300713	MANURE	1.20214753372002
SRR14300714	FOODWASTE	-0
SRR14300715	FOODWASTE	-0
SRR14300716	FOODWASTE	1.86407137364804
SRR14300717	FOODWASTE	1.70452312016947
SRR14300718	FOODWASTE	2.93065971395366
SRR14300719	SILAGE	2.216973748499
SRR14300720	FOODWASTE	0.87430245117931
SRR14300721	FOODWASTE	
SRR14300722	FOODWASTE	1.19793242553852
SRR14300723	FOODWASTE	1.8125551979215
SRR14300724	FOODWASTE	3.04397117593502
SRR14300725	FOODWASTE	3.74433512134287
SRR14300726	FOODWASTE	3.30609002667418
SRR14300727	FOODWASTE	4.13488985345121
SRR14300728	FOODWASTE	3.79396058539922
SRR14300729	FOODWASTE	3.47152516677011
SRR14300730	SILAGE	1.84331368766894
SRR14300731	FOODWASTE	3.58737702278667
SRR14300732	FOODWASTE	3.51124307068478
SRR14300733	FOODWASTE	4.07193933269984
SRR14300734	FOODWASTE	
SRR14300735	FOODWASTE	1.77241715518759
SRR14300736	FOODWASTE	3.45952672582499
SRR14300737	FOODWASTE	3.01169784782254
SRR14300738	FOODWASTE	2.58629340802367
SRR22681385	ALGAE	
SRR22681386	ALGAE	1.57262366389516
SRR22681387	ALGAE	
SRR22681388	ALGAE	-0
SRR22681389	ALGAE	0.997502546369115
SRR22681390	ALGAE	-0
SRR22681391	ALGAE	0.845350936622436
SRR22681392	ALGAE	1.57095059445467
SRR22681393	ALGAE	0.996791631981637
SRR22681394	ALGAE	
SRR22681395	ALGAE	1.88862152080627
SRR22681396	ALGAE	1.43962753634136
SRR6173195	MIXED	4.03588034110894
SRR6173196	MIXED	4.99921742617698
SRR6173197	MIXED	3.37608352825517
SRR6173198	MIXED	4.75360153740229
SRR6173199	MIXED	4.82225636774881
SRR6173200	MIXED	3.73800833079466
SRR6173201	MIXED	5.6692900415669
SRR6173202	MIXED	5.93354848695517
SRR6173203	MIXED	4.63993209332281
SRR6173204	MIXED	4.90954009853622
SRR6173205	MIXED	4.81105775765196
SRR6173206	MIXED	4.3025757304283
SRR6173207	MIXED	5.95371675032027
SRR6173208	MIXED	4.65141891805316
SRR6173209	MIXED	4.54191255751409
SRR6173210	MIXED	3.48852066752619
SRR6173211	MIXED	4.19195017569263
SRR6173212	MIXED	4.69584933638758
SRR6173213	MIXED	5.26667607698251
SRR6173214	MIXED	4.65473850751749
SRR6173215	MIXED	4.69004279479721
SRR6173216	MIXED	5.20975924454
SRR6173217	MIXED	5.86580325619745
SRR6173218	MIXED	4.81260924143109
SRR6173219	MIXED	5.35315437977434
SRR6173220	MIXED	4.62705136309195
SRR6173221	MIXED	4.07395570657657
SRR6173222	MIXED	5.56692594060668
SRR6173223	MIXED	4.36385305847905
SRR6173224	MIXED	3.37770191541925
SRR6173225	MIXED	3.9930153621212
SRR6173226	MIXED	4.19863634629069
SRR6173227	MIXED	2.97088583382593
SRR6173228	MIXED	3.97276315970961
SRR6173229	MIXED	1.515672677228
SRR6173230	MIXED	4.91280014215673
SRR6173231	MIXED	4.16914582995595
SRR6173232	MIXED	3.84043348508361
SRR6173233	MIXED	5.13896041622166
SRR6173234	MIXED	6.34821326743102
SRR6173235	MIXED	3.67394326990814
SRR6173236	MIXED	4.76014471073418
SRR6173237	MIXED	3.62530940865967
SRR6173238	MIXED	4.86289353125512
SRR6173239	MIXED	4.14783236406163
SRR6173240	MIXED	4.55654096139361
SRR6173241	MIXED	4.19941387255479
SRR6173242	MIXED	3.80261600622792
SRR6173243	MIXED	3.8370924418522
SRR6173244	MIXED	4.536210427596
SRR6173245	MIXED	4.82554777193304
SRR6173246	MIXED	4.92290760934622
SRR6173247	MIXED	5.01122261459219
SRR6173248	MIXED	5.08366715830226
SRR6173249	MIXED	5.16657109911818
SRR6173250	MIXED	5.12787842819305
SRR6173251	MIXED	4.44919680289751
SRR5808316	MIXED	3.41723253620268
SRR5808317	MIXED	3.78410385416725
SRR5808318	MIXED	4.01445017755773
SRR5808319	MIXED	3.67750699008887
SRR5808320	MIXED	3.95783788357795
SRR5808321	MIXED	5.0329718096567
SRR5808322	MIXED	3.4689266280624
SRR5808323	MIXED	2.21426559371522
SRR5808324	MIXED	4.05628173161345
SRR5808325	MIXED	2.79787996573332
SRR5808326	MIXED	5.86205452111793
SRR5808327	MIXED	5.78921460095009
SRR5808328	MIXED	5.1616802818955
SRR5808329	MIXED	5.88132384402244
SRR5808330	MIXED	5.02149159293502
SRR5808331	MIXED	5.73814035047622
SRR5808332	MIXED	4.03800216229982
SRR5808333	MIXED	4.35892592325674
SRR5808334	MIXED	5.55409234621607
SRR5808335	MIXED	5.04378725863462
SRR5808336	MIXED	3.01471752074113
SRR5808337	MIXED	3.46838107793037
SRR5808338	MIXED	2.95876153089195
SRR5808339	MIXED	3.04851186848693
SRR5808340	MIXED	4.48456355997904
SRR5808341	MIXED	3.8630302799146
SRR5808342	MIXED	5.07742716458804
SRR5808343	MIXED	5.18490038750609
SRR5808344	MIXED	3.36359196013955
SRR5808345	MIXED	4.18402493768596
SRR5808346	MIXED	5.94799127712401
SRR5808347	MIXED	5.48516198247145
SRR5808348	MIXED	4.68428108910297
SRR5808349	MIXED	3.42686096722953
SRR5808350	MIXED	5.20590184605647
SRR5808351	MIXED	5.20951973494186
SRR5808352	MIXED	5.62544217371422
SRR5808353	MIXED	5.37089387432346
SRR5808354	MIXED	3.75594754181683
SRR5808355	MIXED	4.04163444987612
SRR5808356	MIXED	5.54113005159293
SRR5808357	MIXED	5.85800910935212
SRR5808358	MIXED	4.89375325775011
SRR5808359	MIXED	5.41763709994349
SRR5808360	MIXED	4.56158264548153
SRR5808361	MIXED	6.22070947652513
SRR5808362	MIXED	3.11723356555464
SRR5808363	MIXED	5.72439929381171
SRR5808364	MIXED	4.15040757571909
SRR5808365	MIXED	3.42718975361441
SRR5808366	MIXED	3.40182362343964
SRR5808367	MIXED	2.75284186308886
SRR5808368	MIXED	4.13873386962323
SRR5808369	MIXED	3.92982049469672
SRR5808370	MIXED	4.89002861902563
SRR5808371	MIXED	3.34147467587467
SRR5808372	MIXED	1.47989650550563
SRR5808373	MIXED	5.76051629838553
SRR5808374	MIXED	3.41453564284694
SRR5808375	MIXED	4.36107628335726
SRR5808376	MIXED	5.04351823304085
SRR5808377	MIXED	5.0412016969011
SRR5808378	MIXED	2.71160942879336
SRR5808379	MIXED	4.21068765456289
SRR5808380	MIXED	4.31915608827751
SRR5808381	MIXED	5.81774253444107
SRR5808382	MIXED	3.98971373986139
SRR5808383	MIXED	4.86117802559453
SRR5808384	MIXED	4.06482227795633
SRR5808385	MIXED	4.47858242886471
SRR5808386	MIXED	4.59678908270183
SRR5808387	MIXED	4.39325277504547
SRR5808388	MIXED	2.42260491622755
SRR5808389	MIXED	4.67340681916887
SRR5808390	MIXED	3.01452360939291
SRR5808391	MIXED	4.56820377503384
SRR5808392	MIXED	2.93621000715902
SRR5808393	MIXED	4.40343843161361
SRR5808394	MIXED	3.86859273098645
SRR5808395	MIXED	5.54606977706603
SRR5808396	MIXED	4.38813687416529
SRR5808397	MIXED	4.15465136016788
SRR5808398	MIXED	4.59208508483052
SRR5808399	MIXED	4.30093252481024
SRR5808400	MIXED	3.92249584359917
SRR5808401	MIXED	3.02807315012598
SRR5808402	MIXED	4.27317956270922
SRR5808403	MIXED	3.98190664158496
SRR5808404	MIXED	3.91244159428988
SRR5808405	MIXED	4.18400820476835
SRR5808406	MIXED	4.2691067445361
SRR5808407	MIXED	4.34963442230442
SRR5808408	MIXED	3.6302040926343
SRR5808409	MIXED	2.77030132375097
SRR5808410	MIXED	3.86866155136387
SRR5808411	MIXED	3.08865074147744
SRR5808412	MIXED	3.39024593935156
SRR5808413	MIXED	3.51255311755479
SRR5808414	MIXED	3.30244886718307
SRR5808415	MIXED	3.08059482059142
SRR5808416	MIXED	4.54912028539205
SRR5808417	MIXED	5.07009849743327
SRR5808418	MIXED	3.70761947002674
SRR5808419	MIXED	3.8566495390332
SRR5808420	MIXED	4.95081371914625
SRR5808421	MIXED	3.52209737833513
SRR5808422	MIXED	5.23884263241319
SRR5808423	MIXED	3.463955742209
SRR5808424	MIXED	5.37362800785053
SRR5808425	MIXED	3.22203472802285
SRR5808426	MIXED	4.23062446169632
SRR5808427	MIXED	5.01531128445167
SRR5808428	MIXED	4.77765231767948
SRR5808429	MIXED	4.83052835935561
SRR3166006	FOODWASTE	2.75307679962104
SRR3166007	FOODWASTE	4.77904497689142
SRR2312703	FOODWASTE	
SRR2420280	FOODWASTE	
SRR3161878	FOODWASTE	
SRR21103440	SYNTHETIC	3.24227580254116
SRR21103441	SYNTHETIC	3.1414112111782
SRR21103442	SYNTHETIC	2.09272499787056
SRR21103443	SYNTHETIC	1.43443024360101
SRR21103444	SYNTHETIC	1.74162594121879
SRR21103445	SYNTHETIC	2.753838752113
SRR21103446	SYNTHETIC	0.993459647306377
SRR21103447	SYNTHETIC	2.52430491699501
SRR21103448	SYNTHETIC	2.68484206419228
SRR21103449	SYNTHETIC	3.96316298419459
SRR21103450	SYNTHETIC	2.32764586874595
SRR21103451	SYNTHETIC	0.649000340006291
SRR21103452	SYNTHETIC	2.89534913569488
SRR21103453	SYNTHETIC	2.74146105379494
SRR21103454	SYNTHETIC	2.507355007132
SRR21103455	SYNTHETIC	3.21471824458706
SRR21103456	SYNTHETIC	2.71373814392797
SRR21103457	SYNTHETIC	1.06338509378546
SRR21103458	SYNTHETIC	2.23051133468776
SRR21103459	SYNTHETIC	2.83663737467173
SRR21103460	SYNTHETIC	2.22081946901751
SRR21103461	SYNTHETIC	2.59761203625576
SRR21103462	SYNTHETIC	1.444584389121
SRR21103463	SYNTHETIC	2.24606159285041
SRR21103464	SYNTHETIC	2.29507392124173
SRR21103465	SYNTHETIC	3.56300904585656
SRR21103466	SYNTHETIC	2.66646756446813
SRR21103467	SYNTHETIC	3.24442742762425
SRR21103468	SYNTHETIC	3.44916726876549
SRR21103469	SYNTHETIC	2.55273487182886
SRR21103470	SYNTHETIC	2.15881138381216
SRR21103471	SYNTHETIC	2.60561136045961
SRR21103472	SYNTHETIC	2.14260459535639
SRR21103473	SYNTHETIC	1.93220029136945
SRR21103474	SYNTHETIC	2.05710085395895
SRR21103475	SYNTHETIC	2.99148394038614
SRR21103476	SYNTHETIC	2.47421222043618
SRR21103477	SYNTHETIC	2.4592218274125
SRR21103478	SYNTHETIC	3.99903245057072
SRR21103479	SYNTHETIC	3.12943273263918
SRR21103480	SYNTHETIC	0.994030211476957
SRR21103481	SYNTHETIC	2.95458498845932
SRR21103482	SYNTHETIC	2.69930767468113
SRR21103483	SYNTHETIC	2.84131806540248
SRR21103484	SYNTHETIC	2.71620488231486
SRR21103485	SYNTHETIC	3.3661526361819
SRR21103486	SYNTHETIC	1.68921964850882
SRR21103487	SYNTHETIC	2.28780959160108
SRR21103488	SYNTHETIC	3.0485351061926
SRR21103489	SYNTHETIC	3.09529784908881
SRR21103490	SYNTHETIC	3.30125470330515
SRR21103491	SYNTHETIC	1.08392138374287
SRR21103492	SYNTHETIC	1.86714525065137
SRR21103493	SYNTHETIC	2.025592909845
SRR21103494	SYNTHETIC	2.08464195146641
SRR21103495	SYNTHETIC	3.23214624733324
SRR21103496	SYNTHETIC	2.44970621397684
SRR21103497	SYNTHETIC	3.4327339509378
SRR21103498	SYNTHETIC	3.83425124193885
SRR21103499	SYNTHETIC	3.95685187256465
SRR21103500	SYNTHETIC	3.62865527630035
SRR21103501	SYNTHETIC	3.6610502375835
SRR23782922	SYNTHETIC	5.77465804693303
SRR23782923	SYNTHETIC	5.36310332729946
SRR23782924	SYNTHETIC	5.92149801924807
SRR21283101	MANURE	2.10103544781426
SRR21283102	MANURE	2.99250085866592
SRR21283103	MANURE	1.91761031582049
SRR21283104	MANURE	3.63844441460563
SRR21283105	MANURE	
SRR21283106	MANURE	0.925625084553333
SRR21283107	MANURE	2.44555449987581
SRR21283108	MANURE	-0
SRR21283109	MANURE	0.878121814256879
SRR21283110	MANURE	
SRR21283111	MANURE	-0
SRR21283112	MANURE	3.1271971883751
SRR21283113	MANURE	2.19844200937677
SRR21283114	MANURE	2.69743759073274
SRR21283115	MANURE	3.51305448551725
SRR21283116	MANURE	
SRR21283117	MANURE	
SRR21283118	MANURE	0.639689517805654
SRR21283119	MANURE	-0
SRR21283120	MANURE	0.648307257349972
SRR21283121	MANURE	2.47596537829521
SRR21283122	MANURE	3.17575297050148
SRR21283123	MANURE	
SRR21283124	MANURE	3.23207304473116
SRR21283125	MANURE	1.66771072041421
SRR21465144	DOMESTIC-URBAN	6.07680394652395
SRR21465145	DOMESTIC-URBAN	5.8965054714207
SRR21465146	DOMESTIC-URBAN	5.78684816787969
SRR21465147	DOMESTIC-URBAN	6.07062902375424
SRR21465148	DOMESTIC-URBAN	5.98710268494686
SRR21465149	DOMESTIC-URBAN	5.84604196329046
SRR2392481	VINASSE	2.75588294349741
SRR2346090	VINASSE	3.14604961603802
SRR2320475	VINASSE	2.75074004445812
SRR2218496	VINASSE	2.98531696005466
SRR2239272	VINASSE	3.41968143865488
SRR2243221	VINASSE	2.95016689929151
SRR2193375	VINASSE	1.74577841141659
SRR2193668	VINASSE	0.315997132978425
SRR4450465	MANURE	
SRR4450466	MANURE	
SRR4450467	MANURE	
SRR4450468	MANURE	
SRR4450469	MANURE	
SRR4450470	MANURE	
SRR4450471	MANURE	
SRR4450472	MANURE	
SRR4450473	MANURE	
SRR4450474	MANURE	
SRR4450475	MANURE	
SRR4450476	MANURE	
SRR4450477	MANURE	
SRR4450478	MANURE	-0
SRR4450479	MANURE	
SRR4450480	MANURE	
SRR4450481	MANURE	
SRR4450482	MANURE	
SRR4450483	MANURE	
SRR4450484	MANURE	
SRR5436374	ALGAE	3.58894146443142
SRR5436375	ALGAE	2.61903134837006
SRR5436376	ALGAE	2.19963963215602
SRR5436377	ALGAE	3.07750560806064
SRR5436378	ALGAE	2.87859510067167
SRR5436379	ALGAE	4.40500194082241
SRR5436380	ALGAE	5.11839742949622
SRR5436381	ALGAE	3.7796520719518
SRR5436382	ALGAE	3.81210586780643
SRR5436383	ALGAE	2.92010578546551
SRR7268534	SYNTHETIC	
SRR7268535	SYNTHETIC	5.08027353905812
SRR7268536	SYNTHETIC	1.06127812445913
SRR7268537	SYNTHETIC	4.80257443051621
SRR7268538	SYNTHETIC	1.90563906222957
SRR7268539	SYNTHETIC	5.37000379969898
SRR7268540	SYNTHETIC	
SRR7268541	SYNTHETIC	4.57943531361669
SRR7268542	SYNTHETIC	1.45914791702724
SRR7268543	SYNTHETIC	5.17785926022631
SRR7268544	SYNTHETIC	4.97575067044175
SRR7268545	SYNTHETIC	3.91612694658828
SRR7268546	SYNTHETIC	5.00136663581136
SRR7268547	SYNTHETIC	-0
SRR7268548	SYNTHETIC	2.23592635062903
SRR7268549	SYNTHETIC	5.0591978026715
SRR7268550	SYNTHETIC	3.70281953111478
SRR7268551	SYNTHETIC	4.98990648865811
SRR7268552	SYNTHETIC	0.918295834054489
SRR7268553	SYNTHETIC	4.74015947619212
SRR7268554	SYNTHETIC	
SRR7268555	SYNTHETIC	4.78373952309798
SRR7268556	SYNTHETIC	2.75
SRR7268557	SYNTHETIC	4.85033338924691
SRR20650155	SILAGE	7.43097161460497
SRR20650156	SILAGE	6.55421997850199
SRR20650157	SILAGE	6.47821471152983
SRR20650158	SILAGE	6.71556041368405
SRR20650159	SILAGE	6.0777829887575
SRR20650160	SILAGE	6.74744127608741
SRR20650161	SILAGE	7.19929924542423
SRR20650162	SILAGE	7.27174572930962
SRR20650163	SILAGE	7.13344840088848
SRR20650164	SILAGE	7.09457762958477
SRR20650165	SILAGE	6.66551573446964
SRR20650166	SILAGE	7.25378040600628
SRR20650167	SILAGE	7.66723903999236
SRR20650168	SILAGE	7.39540759997484
SRR20650169	SILAGE	7.34749803430695
SRR20650170	SILAGE	7.49120676216308
SRR20650171	SILAGE	6.13915968992015
SRR20650172	SILAGE	7.23729412053115
SRR20650173	SILAGE	6.35525151539077
SRR20650174	SILAGE	7.36550731189236
SRR20650175	SILAGE	7.68953976349196
SRR20650176	SILAGE	6.47804114896434
SRR20650177	SILAGE	7.43294252181486
SRR20650178	SILAGE	6.95282158464227
SRR20650179	SILAGE	6.34194486330702
SRR20650180	SILAGE	6.93495800650856
SRR20650181	SILAGE	6.80939630226112
SRR20650182	SILAGE	5.61811481558496
SRR20650183	SILAGE	7.06417107827626
SRR20650184	SILAGE	6.25555387232074
SRR20650185	SILAGE	6.38470222926341
SRR20650186	SILAGE	7.23185715087409
SRR20650187	SILAGE	6.61814917640504
SRR20650188	SILAGE	7.35289262072341
SRR20650189	SILAGE	5.50617599373157
SRR6484253	FOODWASTE	4.12192809488736
SRR6484258	FOODWASTE	3.37355726227519
SRR6484259	FOODWASTE	0.918295834054489
SRR6484260	FOODWASTE	3.58418371977919
SRR6484261	FOODWASTE	
SRR6484262	FOODWASTE	1.95021206491475
SRR6484263	FOODWASTE	2.75162916738782
SRR6484264	FOODWASTE	2.72548055699787
SRR6484265	FOODWASTE	2.44643934467102
SRR6484266	FOODWASTE	2.58496250072116
SRR6484267	FOODWASTE	3.57661764490867
SRR6484268	FOODWASTE	3.02698683335929
SRR6484273	FOODWASTE	2.50325833477565
SRR6484276	FOODWASTE	2.73957226198672
SRR6484277	FOODWASTE	2.93120894891032
SRR6484278	FOODWASTE	3.33717534112308
SRR6484279	FOODWASTE	3.37165352243933
SRR6484280	FOODWASTE	3.13071798792737
SRR6484281	FOODWASTE	3.24643934467102
SRR6484246	FOODWASTE	3.32110433057849
SRR6484247	FOODWASTE	4.16449777920046
SRR6484248	FOODWASTE	0.918295834054489
SRR6484249	FOODWASTE	3.24022392894185
SRR6484250	FOODWASTE	3.09579525500093
SRR6484251	FOODWASTE	2.66353275480426
SRR6484252	FOODWASTE	3.57781953111478
SRR6484254	FOODWASTE	3.62192809488736
SRR6484255	FOODWASTE	2.94770277922009
SRR6484256	FOODWASTE	1
SRR6484257	FOODWASTE	0.918295834054489
SRR6484269	FOODWASTE	2.24643934467102
SRR6484270	FOODWASTE	1.45914791702725
SRR6484271	FOODWASTE	3.18136632889146
SRR6484272	FOODWASTE	3.08505510275648
SRR6484274	FOODWASTE	
SRR6484275	FOODWASTE	1.52192809488736
SRR7698539	SYNTHETIC	-0
SRR2158275	MANURE	8.5854251843956
